WEATHER_DATE,REGION,TEMPERATURE,WEATHER_CONDITION,HUMIDITY,PRECIPITATION
2024-07-30,인천,32.0,비,38.3,21.2
2024-07-31,경기,33.4,더움,60.0,0.0
2024-07-31,광주,25.7,비,61.6,15.2
2024-07-31,대구,31.1,더움,44.4,0.0
2024-07-31,대전,26.9,비,70.1,15.7
2024-07-31,부산,32.2,더움,47.5,0.0
2024-07-31,서울,32.9,흐림,57.4,0.0
2024-07-31,인천,25.2,흐림,60.9,0.0
2024-08-01,경기,25.4,비,53.2,11.2
2024-08-01,광주,26.8,흐림,76.7,0.0
2024-08-01,대구,32.4,흐림,50.0,0.0
2024-08-01,대전,28.5,더움,50.3,0.0
2024-08-01,부산,27.4,비,69.4,3.1
2024-08-01,서울,30.5,흐림,53.4,0.0
2024-08-01,인천,25.2,흐림,77.3,0.0
2024-08-02,경기,25.6,더움,76.6,0.0
2024-08-02,광주,33.7,더움,49.9,0.0
2024-08-02,대구,34.9,비,62.6,7.6
2024-08-02,대전,26.9,흐림,51.4,0.0
2024-08-02,부산,28.2,더움,48.6,0.0
2024-08-02,서울,34.8,비,58.7,5.5
2024-08-02,인천,25.4,비,42.1,23.7
2024-08-03,경기,32.4,비,83.7,11.6
2024-08-03,광주,31.6,비,48.4,18.1
2024-08-03,대구,25.8,비,66.1,24.7
2024-08-03,대전,27.9,흐림,36.2,0.0
2024-08-03,부산,27.7,흐림,35.0,0.0
2024-08-03,서울,33.0,더움,56.2,0.0
2024-08-03,인천,30.0,더움,59.9,0.0
2024-08-04,경기,33.7,흐림,51.2,0.0
2024-08-04,광주,25.3,비,34.0,23.4
2024-08-04,대구,33.0,흐림,70.8,0.0
2024-08-04,대전,26.4,더움,66.5,0.0
2024-08-04,부산,31.7,더움,54.4,0.0
2024-08-04,서울,26.7,비,56.6,13.4
2024-08-04,인천,27.7,비,88.8,28.4
2024-08-05,경기,31.8,더움,86.9,0.0
2024-08-05,광주,32.7,비,72.2,6.4
2024-08-05,대구,25.3,더움,41.2,0.0
2024-08-05,대전,28.9,흐림,63.7,0.0
2024-08-05,부산,29.0,비,69.0,7.5
2024-08-05,서울,28.6,비,87.0,1.0
2024-08-05,인천,29.4,비,34.6,4.1
2024-08-06,경기,27.0,비,38.1,2.2
2024-08-06,광주,31.4,흐림,77.6,0.0
2024-08-06,대구,31.7,비,72.6,16.5
2024-08-06,대전,33.9,비,81.1,21.4
2024-08-06,부산,33.1,더움,88.1,0.0
2024-08-06,서울,27.9,흐림,85.0,0.0
2024-08-06,인천,34.0,더움,56.7,0.0
2024-08-07,경기,27.4,더움,59.6,0.0
2024-08-07,광주,33.2,비,34.4,29.2
2024-08-07,대구,28.1,더움,90.0,0.0
2024-08-07,대전,29.8,흐림,54.6,0.0
2024-08-07,부산,26.3,흐림,83.1,0.0
2024-08-07,서울,27.2,흐림,89.1,0.0
2024-08-07,인천,30.5,비,52.1,24.1
2024-08-08,경기,28.4,흐림,82.7,0.0
2024-08-08,광주,34.5,비,61.1,8.5
2024-08-08,대구,33.3,더움,61.1,0.0
2024-08-08,대전,26.6,비,49.4,21.3
2024-08-08,부산,29.3,더움,84.6,0.0
2024-08-08,서울,25.7,흐림,57.9,0.0
2024-08-08,인천,31.4,흐림,40.9,0.0
2024-08-09,경기,27.7,흐림,67.5,0.0
2024-08-09,광주,33.3,더움,31.7,0.0
2024-08-09,대구,31.6,더움,73.2,0.0
2024-08-09,대전,28.4,흐림,85.4,0.0
2024-08-09,부산,30.9,더움,64.8,0.0
2024-08-09,서울,27.5,더움,68.1,0.0
2024-08-09,인천,30.3,흐림,60.2,0.0
2024-08-10,경기,31.5,비,76.0,12.5
2024-08-10,광주,29.6,비,50.4,4.3
2024-08-10,대구,27.4,비,78.4,12.2
2024-08-10,대전,25.7,비,33.6,13.2
2024-08-10,부산,27.9,흐림,87.4,0.0
2024-08-10,서울,34.5,더움,76.3,0.0
2024-08-10,인천,25.3,흐림,83.3,0.0
2024-08-11,경기,34.8,비,37.8,11.1
2024-08-11,광주,33.1,더움,86.0,0.0
2024-08-11,대구,25.5,더움,86.7,0.0
2024-08-11,대전,29.2,흐림,87.8,0.0
2024-08-11,부산,27.7,더움,44.9,0.0
2024-08-11,서울,28.2,흐림,89.3,0.0
2024-08-11,인천,26.1,흐림,44.5,0.0
2024-08-12,경기,35.0,비,58.0,26.4
2024-08-12,광주,33.5,더움,55.9,0.0
2024-08-12,대구,27.8,더움,65.9,0.0
2024-08-12,대전,31.7,흐림,47.1,0.0
2024-08-12,부산,27.2,더움,51.2,0.0
2024-08-12,서울,28.1,흐림,75.8,0.0
2024-08-12,인천,25.2,비,86.7,15.2
2024-08-13,경기,25.5,비,63.7,10.9
2024-08-13,광주,30.1,흐림,60.0,0.0
2024-08-13,대구,34.8,더움,53.6,0.0
2024-08-13,대전,30.6,비,51.9,4.3
2024-08-13,부산,33.3,비,67.4,18.3
2024-08-13,서울,32.3,비,75.8,11.0
2024-08-13,인천,25.7,비,60.3,22.9
2024-08-14,경기,30.2,비,38.9,26.8
2024-08-14,광주,28.3,비,36.6,12.5
2024-08-14,대구,30.9,비,60.4,15.3
2024-08-14,대전,32.1,비,48.0,24.5
2024-08-14,부산,28.9,더움,67.0,0.0
2024-08-14,서울,25.4,더움,72.8,0.0
2024-08-14,인천,28.3,더움,66.8,0.0
2024-08-15,경기,31.0,더움,45.9,0.0
2024-08-15,광주,26.1,흐림,31.1,0.0
2024-08-15,대구,26.7,비,67.7,18.6
2024-08-15,대전,26.5,비,70.8,0.9
2024-08-15,부산,27.3,흐림,33.1,0.0
2024-08-15,서울,33.0,비,73.5,20.6
2024-08-15,인천,32.8,흐림,76.6,0.0
2024-08-16,경기,32.7,흐림,85.2,0.0
2024-08-16,광주,28.5,흐림,76.3,0.0
2024-08-16,대구,29.8,흐림,52.6,0.0
2024-08-16,대전,29.6,더움,62.0,0.0
2024-08-16,부산,27.1,흐림,49.5,0.0
2024-08-16,서울,29.2,비,54.8,6.1
2024-08-16,인천,32.3,흐림,72.3,0.0
2024-08-17,경기,31.1,비,41.5,7.4
2024-08-17,광주,30.4,흐림,83.7,0.0
2024-08-17,대구,28.2,비,50.9,28.0
2024-08-17,대전,27.7,흐림,37.3,0.0
2024-08-17,부산,32.7,비,72.3,20.7
2024-08-17,서울,31.8,흐림,78.2,0.0
2024-08-17,인천,28.0,흐림,86.5,0.0
2024-08-18,경기,25.4,비,87.3,2.4
2024-08-18,광주,31.4,더움,33.1,0.0
2024-08-18,대구,26.4,비,66.9,17.6
2024-08-18,대전,25.5,더움,84.3,0.0
2024-08-18,부산,27.7,흐림,63.7,0.0
2024-08-18,서울,33.2,비,87.3,24.1
2024-08-18,인천,31.6,비,74.8,6.4
2024-08-19,경기,25.1,더움,63.0,0.0
2024-08-19,광주,33.5,흐림,32.2,0.0
2024-08-19,대구,27.9,비,33.5,23.1
2024-08-19,대전,30.7,흐림,62.1,0.0
2024-08-19,부산,29.8,비,42.0,28.9
2024-08-19,서울,28.3,비,58.3,20.4
2024-08-19,인천,29.1,더움,86.1,0.0
2024-08-20,경기,35.0,더움,53.8,0.0
2024-08-20,광주,33.5,더움,58.1,0.0
2024-08-20,대구,34.3,더움,50.1,0.0
2024-08-20,대전,34.9,비,62.6,14.8
2024-08-20,부산,33.8,비,30.6,17.0
2024-08-20,서울,29.2,더움,80.3,0.0
2024-08-20,인천,26.9,비,74.9,26.2
2024-08-21,경기,29.6,흐림,45.4,0.0
2024-08-21,광주,26.8,더움,38.4,0.0
2024-08-21,대구,34.0,흐림,79.6,0.0
2024-08-21,대전,28.3,흐림,54.0,0.0
2024-08-21,부산,30.7,비,75.4,5.3
2024-08-21,서울,33.1,더움,49.8,0.0
2024-08-21,인천,25.1,더움,50.2,0.0
2024-08-22,경기,32.5,비,87.2,9.1
2024-08-22,광주,34.2,흐림,47.7,0.0
2024-08-22,대구,26.6,비,71.2,27.7
2024-08-22,대전,32.7,흐림,71.4,0.0
2024-08-22,부산,31.9,비,33.7,3.5
2024-08-22,서울,34.4,비,30.4,11.5
2024-08-22,인천,30.7,흐림,45.7,0.0
2024-08-23,경기,26.5,비,74.9,18.2
2024-08-23,광주,25.8,비,63.9,1.9
2024-08-23,대구,32.5,흐림,82.4,0.0
2024-08-23,대전,30.3,더움,61.7,0.0
2024-08-23,부산,33.3,흐림,75.7,0.0
2024-08-23,서울,27.2,흐림,87.4,0.0
2024-08-23,인천,32.0,비,84.8,22.7
2024-08-24,경기,26.5,흐림,49.7,0.0
2024-08-24,광주,30.6,더움,70.4,0.0
2024-08-24,대구,29.5,흐림,33.3,0.0
2024-08-24,대전,30.1,더움,57.4,0.0
2024-08-24,부산,30.8,흐림,35.5,0.0
2024-08-24,서울,34.0,흐림,42.1,0.0
2024-08-24,인천,29.4,흐림,70.8,0.0
2024-08-25,경기,27.2,흐림,34.4,0.0
2024-08-25,광주,29.5,비,85.0,11.3
2024-08-25,대구,29.1,비,76.1,23.0
2024-08-25,대전,31.5,흐림,55.2,0.0
2024-08-25,부산,34.9,더움,58.3,0.0
2024-08-25,서울,32.2,비,53.8,24.5
2024-08-25,인천,28.4,비,33.8,29.8
2024-08-26,경기,26.3,흐림,81.6,0.0
2024-08-26,광주,27.5,더움,50.8,0.0
2024-08-26,대구,32.6,더움,88.7,0.0
2024-08-26,대전,31.7,비,62.7,16.0
2024-08-26,부산,26.3,흐림,88.7,0.0
2024-08-26,서울,31.8,더움,69.7,0.0
2024-08-26,인천,26.8,더움,62.2,0.0
2024-08-27,경기,33.1,더움,55.2,0.0
2024-08-27,광주,32.5,더움,76.6,0.0
2024-08-27,대구,33.7,흐림,44.7,0.0
2024-08-27,대전,29.0,더움,44.1,0.0
2024-08-27,부산,25.3,흐림,65.9,0.0
2024-08-27,서울,26.9,비,82.5,23.0
2024-08-27,인천,27.4,더움,34.0,0.0
2024-08-28,경기,30.8,흐림,64.6,0.0
2024-08-28,광주,30.6,비,32.8,10.3
2024-08-28,대구,28.0,비,33.7,28.5
2024-08-28,대전,34.1,흐림,67.6,0.0
2024-08-28,부산,34.9,더움,61.3,0.0
2024-08-28,서울,30.0,더움,47.4,0.0
2024-08-28,인천,33.2,흐림,44.2,0.0
2024-08-29,경기,32.0,비,54.5,9.0
2024-08-29,광주,27.0,비,68.8,27.7
2024-08-29,대구,34.1,비,63.7,29.0
2024-08-29,대전,30.3,흐림,53.3,0.0
2024-08-29,부산,28.0,더움,72.5,0.0
2024-08-29,서울,31.7,흐림,77.1,0.0
2024-08-29,인천,32.5,더움,58.4,0.0
2024-08-30,경기,28.8,비,66.3,1.2
2024-08-30,광주,26.2,흐림,90.0,0.0
2024-08-30,대구,33.7,더움,50.0,0.0
2024-08-30,대전,27.1,더움,41.4,0.0
2024-08-30,부산,31.7,흐림,43.0,0.0
2024-08-30,서울,25.9,비,73.5,5.7
2024-08-30,인천,26.9,더움,75.7,0.0
2024-08-31,경기,34.2,비,63.1,23.3
2024-08-31,광주,33.6,흐림,74.5,0.0
2024-08-31,대구,29.7,흐림,80.4,0.0
2024-08-31,대전,28.7,더움,54.8,0.0
2024-08-31,부산,30.1,비,59.8,3.0
2024-08-31,서울,34.1,비,71.7,21.1
2024-08-31,인천,29.7,비,68.9,9.3
2024-09-01,경기,25.2,비,47.7,5.9
2024-09-01,광주,19.7,흐림,73.2,0.0
2024-09-01,대구,20.6,흐림,79.3,0.0
2024-09-01,대전,24.4,비,59.4,5.0
2024-09-01,부산,23.5,흐림,86.6,0.0
2024-09-01,서울,20.6,맑음,86.1,0.0
2024-09-01,인천,21.8,맑음,80.0,0.0
2024-09-02,경기,27.6,비,61.4,25.2
2024-09-02,광주,24.4,비,86.0,27.4
2024-09-02,대구,18.7,맑음,39.1,0.0
2024-09-02,대전,23.1,맑음,52.4,0.0
2024-09-02,부산,22.1,맑음,80.6,0.0
2024-09-02,서울,19.8,흐림,83.4,0.0
2024-09-02,인천,27.5,맑음,70.1,0.0
2024-09-03,경기,18.2,맑음,73.3,0.0
2024-09-03,광주,18.8,흐림,87.6,0.0
2024-09-03,대구,23.2,맑음,44.5,0.0
2024-09-03,대전,23.3,비,78.9,8.0
2024-09-03,부산,22.3,비,86.4,5.4
2024-09-03,서울,22.9,비,30.4,16.5
2024-09-03,인천,27.8,비,31.0,24.4
2024-09-04,경기,21.0,맑음,79.7,0.0
2024-09-04,광주,23.7,흐림,81.5,0.0
2024-09-04,대구,22.8,비,68.2,21.1
2024-09-04,대전,23.0,맑음,56.0,0.0
2024-09-04,부산,18.9,맑음,52.8,0.0
2024-09-04,서울,23.7,흐림,89.4,0.0
2024-09-04,인천,24.5,맑음,81.5,0.0
2024-09-05,경기,20.1,맑음,82.1,0.0
2024-09-05,광주,26.2,비,85.7,9.0
2024-09-05,대구,19.8,맑음,81.0,0.0
2024-09-05,대전,27.6,맑음,65.2,0.0
2024-09-05,부산,27.0,흐림,63.8,0.0
2024-09-05,서울,26.9,맑음,85.1,0.0
2024-09-05,인천,22.8,비,32.8,2.2
2024-09-06,경기,21.3,비,75.3,4.2
2024-09-06,광주,25.8,흐림,57.0,0.0
2024-09-06,대구,21.4,맑음,76.1,0.0
2024-09-06,대전,22.0,비,76.4,0.9
2024-09-06,부산,19.0,맑음,43.9,0.0
2024-09-06,서울,20.4,비,80.1,11.7
2024-09-06,인천,25.2,비,60.0,29.2
2024-09-07,경기,19.9,흐림,65.2,0.0
2024-09-07,광주,18.9,맑음,86.6,0.0
2024-09-07,대구,21.8,맑음,77.0,0.0
2024-09-07,대전,25.4,맑음,49.0,0.0
2024-09-07,부산,25.1,맑음,34.9,0.0
2024-09-07,서울,21.6,맑음,86.5,0.0
2024-09-07,인천,18.9,흐림,67.1,0.0
2024-09-08,경기,18.9,맑음,55.9,0.0
2024-09-08,광주,27.1,비,88.7,17.2
2024-09-08,대구,26.6,흐림,30.7,0.0
2024-09-08,대전,21.9,흐림,35.1,0.0
2024-09-08,부산,23.5,흐림,65.8,0.0
2024-09-08,서울,21.6,흐림,46.2,0.0
2024-09-08,인천,23.5,비,54.5,0.8
2024-09-09,경기,21.0,흐림,59.6,0.0
2024-09-09,광주,19.4,맑음,30.4,0.0
2024-09-09,대구,27.4,흐림,73.3,0.0
2024-09-09,대전,23.9,흐림,41.7,0.0
2024-09-09,부산,22.8,흐림,34.6,0.0
2024-09-09,서울,24.9,맑음,40.2,0.0
2024-09-09,인천,19.7,맑음,46.6,0.0
2024-09-10,경기,22.4,흐림,55.8,0.0
2024-09-10,광주,21.8,흐림,79.0,0.0
2024-09-10,대구,20.9,흐림,71.7,0.0
2024-09-10,대전,27.7,흐림,76.9,0.0
2024-09-10,부산,20.0,비,48.9,28.9
2024-09-10,서울,21.3,흐림,67.2,0.0
2024-09-10,인천,27.7,비,38.2,9.6
2024-09-11,경기,23.9,맑음,62.7,0.0
2024-09-11,광주,20.4,흐림,69.5,0.0
2024-09-11,대구,26.2,맑음,77.7,0.0
2024-09-11,대전,24.7,흐림,38.4,0.0
2024-09-11,부산,20.1,비,77.9,24.9
2024-09-11,서울,21.7,흐림,85.9,0.0
2024-09-11,인천,25.7,비,31.6,21.8
2024-09-12,경기,22.8,비,54.0,15.2
2024-09-12,광주,24.8,비,54.0,22.6
2024-09-12,대구,19.1,맑음,44.9,0.0
2024-09-12,대전,21.6,비,68.8,1.3
2024-09-12,부산,27.0,비,62.2,19.1
2024-09-12,서울,22.2,비,52.6,13.5
2024-09-12,인천,22.2,비,32.2,29.1
2024-09-13,경기,23.1,맑음,61.1,0.0
2024-09-13,광주,26.3,맑음,73.8,0.0
2024-09-13,대구,19.5,비,89.9,14.5
2024-09-13,대전,22.2,흐림,87.7,0.0
2024-09-13,부산,25.7,흐림,65.3,0.0
2024-09-13,서울,19.1,흐림,35.9,0.0
2024-09-13,인천,24.9,비,43.3,11.2
2024-09-14,경기,23.2,맑음,50.9,0.0
2024-09-14,광주,19.7,비,39.6,16.8
2024-09-14,대구,19.2,비,81.0,19.4
2024-09-14,대전,26.0,비,85.8,22.2
2024-09-14,부산,18.7,흐림,32.7,0.0
2024-09-14,서울,21.1,흐림,57.3,0.0
2024-09-14,인천,22.4,맑음,71.8,0.0
2024-09-15,경기,19.9,맑음,69.4,0.0
2024-09-15,광주,19.9,비,49.6,13.7
2024-09-15,대구,25.0,맑음,42.3,0.0
2024-09-15,대전,26.1,비,33.8,3.1
2024-09-15,부산,22.5,맑음,55.8,0.0
2024-09-15,서울,20.3,흐림,54.3,0.0
2024-09-15,인천,18.3,흐림,66.8,0.0
2024-09-16,경기,21.1,비,53.3,11.8
2024-09-16,광주,19.4,비,53.3,17.9
2024-09-16,대구,23.9,비,70.3,9.4
2024-09-16,대전,21.1,맑음,41.0,0.0
2024-09-16,부산,19.7,비,70.4,24.0
2024-09-16,서울,24.7,흐림,59.4,0.0
2024-09-16,인천,21.5,맑음,80.7,0.0
2024-09-17,경기,27.2,비,85.8,5.2
2024-09-17,광주,24.5,비,54.5,14.8
2024-09-17,대구,27.5,흐림,59.1,0.0
2024-09-17,대전,26.2,맑음,87.8,0.0
2024-09-17,부산,26.4,흐림,67.2,0.0
2024-09-17,서울,21.8,비,41.1,19.1
2024-09-17,인천,22.9,맑음,38.4,0.0
2024-09-18,경기,26.0,맑음,43.2,0.0
